,taxonomy,host-associated,unknown function,tail,DNA,transcription regulation,head and packaging,lysis,moron,integration and excision,auxiliary metabolic gene and host takeover,other,RNA and nucleotide metabolism,connector,vf_amr
3300010283_4|3300010283.a:Ga0129312_1000140,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510;s__GCA_000434615.1,False,10,3,1,0,3,1,0,0,0,0,1,0,0
3300010283_4|3300010283.a:Ga0129312_1001038,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510;s__GCA_000434615.1,False,13,1,0,0,0,2,0,0,0,0,0,0,0
3300010283_8|3300010283.a:Ga0129312_1000198,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__,False,32,8,2,0,0,1,0,1,0,4,2,0,0
3300010283_8|3300010283.a:Ga0129312_1000339,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__,False,25,0,3,0,2,0,0,1,0,2,3,0,0
3300010283_8|3300010283.a:Ga0129312_1000418,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__,False,8,0,1,0,4,0,1,0,1,0,1,0,0
3300010285_23|3300010285.a:Ga0134091_1000595,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__;s__,False,16,0,6,2,0,0,0,0,0,1,6,0,0
3300010285_23|3300010285.a:Ga0134091_1001288,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__;s__,False,11,0,1,0,4,1,0,0,0,0,1,0,0
3300010286_28|3300010286.a:Ga0134092_1001507,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__;s__,False,11,0,1,0,4,1,0,0,0,0,1,0,0
3300010287_20|3300010287.a:Ga0134094_1003204,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__,False,7,0,4,0,0,0,0,0,0,0,4,0,0
3300010287_33|3300010287.a:Ga0134094_1001496,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__,False,17,1,0,0,3,2,0,0,0,0,0,0,0
3300010287_36|3300010287.a:Ga0134094_1001185,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__CAG-41;f__;g__;s__,False,13,0,0,3,5,0,1,0,1,1,0,1,0
3300010287_37|3300010287.a:Ga0134094_1000889,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__,False,11,3,0,0,4,1,0,0,0,0,0,0,0
3300010287_46|3300010287.a:Ga0134094_1002026,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__;s__,False,11,0,1,0,4,1,0,0,0,0,1,0,0
3300010371_34|3300010371.a:Ga0134125_10000126,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__,False,36,2,0,1,6,1,0,0,0,0,0,0,0
3300010373_19|3300010373.a:Ga0134128_10003199,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA8621;s__,False,6,0,0,0,0,0,1,1,1,4,0,0,0
3300010373_21|3300010373.a:Ga0134128_10000268,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,False,40,3,1,0,5,0,0,1,0,0,1,1,0
3300010399_12|3300010399.a:Ga0134127_10000039,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__,False,77,0,0,3,5,0,2,0,2,3,0,0,0
3300010403_12|3300010403.a:Ga0134123_10000031,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__;s__,False,37,1,0,1,0,1,0,0,0,1,0,0,0
3300010428_29|3300010428.a:Ga0134103_1001202,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__,False,12,0,3,1,0,0,0,0,0,0,3,0,0
3300010428_29|3300010428.a:Ga0134103_1001560,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__,False,16,1,0,0,3,2,0,0,0,0,0,0,0
3300010428_30|3300010428.a:Ga0134103_1000354,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__CAG-41;f__;g__;s__,False,12,1,0,3,5,0,1,0,1,1,0,1,0
3300010428_30|3300010428.a:Ga0134103_1000364,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__CAG-41;f__;g__;s__,False,5,5,0,0,0,3,1,1,1,1,0,0,0
3300010428_34|3300010428.a:Ga0134103_1000724,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__;s__,False,11,0,1,0,4,1,0,0,0,0,1,0,0
3300010428_37|3300010428.a:Ga0134103_1001863,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__,False,11,3,0,0,4,1,0,0,0,0,0,0,0
3300010998_26|3300010998.a:Ga0139311_1003889,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__;s__,False,17,1,0,0,3,0,0,0,0,1,0,0,0
3300010998_27|3300010998.a:Ga0139311_1001796,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-180;s__,False,38,3,3,3,5,0,4,1,4,3,3,2,0
3300010998_39|3300010998.a:Ga0139311_1000359,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-724;s__,False,54,3,8,1,5,1,2,5,2,2,8,4,0
3300010998_39|3300010998.a:Ga0139311_1002787,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-724;s__,False,7,0,0,1,3,0,0,0,0,0,0,0,0
3300011002_22|3300011002.a:Ga0139310_1001677,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__,False,16,1,0,0,4,0,0,0,0,1,0,0,0
3300011006_19|3300011006.a:Ga0139320_1001148,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__,False,16,1,0,0,4,0,0,0,0,1,0,0,0
3300011132_3|3300011132.a:Ga0122855_10043,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter steigerwaltii,False,40,12,11,4,5,5,4,2,4,4,11,2,0
3300011132_3|3300011132.a:Ga0122855_10058,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter steigerwaltii,False,36,3,6,2,6,3,2,2,2,3,6,1,0
3300011132_3|3300011132.a:Ga0122855_10070,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter steigerwaltii,False,19,0,0,3,0,0,1,2,1,3,0,0,0
3300011132_3|3300011132.a:Ga0122855_10086,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter steigerwaltii,False,15,6,1,2,6,0,2,0,2,0,1,1,0
3300011132_3|3300011132.a:Ga0122855_10320,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter steigerwaltii,False,18,0,3,2,0,0,0,1,0,0,3,0,0
3300011132_4|3300011132.a:Ga0122855_10012,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia,False,24,0,2,0,1,0,1,0,1,0,2,0,0
3300011132_4|3300011132.a:Ga0122855_10131,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia,False,23,10,1,1,0,1,0,1,0,2,1,1,0
3300011133_1|3300011133.a:Ga0122860_100003,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri,False,16,0,1,1,2,0,1,1,1,2,1,0,0
3300011133_1|3300011133.a:Ga0122860_100028,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri,False,70,3,12,3,5,4,1,2,1,1,12,2,0
3300011133_2|3300011133.a:Ga0122860_100004,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__,False,31,2,6,4,3,4,2,2,2,4,6,1,0
3300011133_2|3300011133.a:Ga0122860_100009,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__,False,17,2,2,1,0,0,3,3,3,1,2,0,0
3300011133_2|3300011133.a:Ga0122860_100020,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__,False,14,0,3,2,0,0,0,1,0,0,3,0,0
3300011133_2|3300011133.a:Ga0122860_100032,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__,False,13,12,1,2,5,3,1,3,1,2,1,4,0
3300011133_2|3300011133.a:Ga0122860_100034,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__,False,9,9,1,0,9,0,2,2,2,0,1,2,0
3300011134_1|3300011134.a:Ga0122862_100017,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_C,False,3,10,0,0,0,0,0,0,0,0,0,0,0
3300011134_2|3300011134.a:Ga0122862_100007,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__,False,46,1,5,0,3,1,0,1,0,2,5,0,0
3300011135_1|3300011135.a:Ga0122858_100029,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__GCA_002500745.1,False,40,1,0,2,2,1,0,1,0,1,0,0,0
3300011135_3|3300011135.a:Ga0122858_100049,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A balearica,False,11,0,2,1,2,0,1,0,1,0,2,0,0
3300011140_1|3300011140.a:Ga0122826_10006,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea brenneri,False,61,9,8,5,5,3,5,1,5,2,8,1,0
3300011140_4|3300011140.a:Ga0122826_10008,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter radioresistens,False,48,3,6,3,9,1,0,1,0,0,6,2,0
3300011140_4|3300011140.a:Ga0122826_10037,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter radioresistens,False,14,0,2,1,1,0,1,0,1,0,2,0,0
3300011143_1|3300011143.a:Ga0122840_100030,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__,False,27,3,0,2,2,1,0,0,0,0,0,0,0
3300011143_1|3300011143.a:Ga0122840_100037,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__,False,37,0,1,0,0,0,2,2,2,0,1,0,0
3300011143_1|3300011143.a:Ga0122840_100094,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__,False,13,7,1,1,0,1,0,0,0,2,1,1,0
3300011144_1|3300011144.a:Ga0122818_100010,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__,False,66,1,0,1,2,2,1,1,1,1,0,0,0
3300011144_1|3300011144.a:Ga0122818_100023,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__,False,31,1,1,1,4,1,0,2,0,1,1,2,0
3300011144_1|3300011144.a:Ga0122818_100035,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__,False,63,2,3,4,5,1,1,1,1,3,3,0,0
3300011144_2|3300011144.a:Ga0122818_100050,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A sp10,False,15,0,0,1,2,0,1,1,1,0,0,0,0
3300011144_2|3300011144.a:Ga0122818_100155,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A sp10,False,13,0,0,0,1,0,1,1,1,0,0,0,0
3300011146_1|3300011146.a:Ga0122815_100008,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium mizutaii,False,40,0,2,0,0,0,1,2,1,5,2,0,0
3300011146_1|3300011146.a:Ga0122815_100020,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium mizutaii,False,64,2,5,3,5,1,1,1,1,3,5,0,0
3300011146_1|3300011146.a:Ga0122815_100053,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium mizutaii,False,71,2,4,2,6,1,1,0,1,0,4,3,0
3300011146_3|3300011146.a:Ga0122815_100064,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri,False,21,12,4,3,6,2,1,1,1,0,4,3,0
3300011146_4|3300011146.a:Ga0122815_100083,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter nosocomialis,False,21,3,2,1,2,0,0,0,0,2,2,0,0
3300011146_4|3300011146.a:Ga0122815_100131,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter nosocomialis,False,30,0,7,2,6,0,0,0,0,1,7,2,0
3300011146_4|3300011146.a:Ga0122815_100186,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter nosocomialis,False,20,0,3,4,0,1,1,0,1,1,3,0,0
3300011148_1|3300011148.a:Ga0122806_10004,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_AF,False,33,10,4,3,6,1,0,0,0,2,4,1,0
3300011148_1|3300011148.a:Ga0122806_10006,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_AF,False,52,3,3,2,5,2,0,2,0,1,3,4,0
3300011148_3|3300011148.a:Ga0122806_10030,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter junii,False,43,3,6,4,4,1,0,1,0,2,6,1,0
3300011148_3|3300011148.a:Ga0122806_10034,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter junii,False,17,11,1,1,1,0,0,1,0,0,1,3,0
3300011148_3|3300011148.a:Ga0122806_10040,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter junii,False,18,0,2,3,3,1,0,0,0,1,2,1,0
3300011152_2|3300011152.a:Ga0122807_100006,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A sp10,False,93,9,7,3,14,5,0,5,0,4,7,3,0
3300011152_2|3300011152.a:Ga0122807_100018,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A sp10,False,16,0,0,1,2,0,1,1,1,1,0,0,0
3300011156_1|3300011156.a:Ga0122773_100002,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A sp10,False,35,12,5,2,6,2,1,1,1,1,5,3,0
3300011156_1|3300011156.a:Ga0122773_100003,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A sp10,False,16,0,0,1,2,0,1,1,1,0,0,0,0
3300011157_2|3300011157.a:Ga0122795_100076,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri,False,20,0,0,1,2,0,1,1,1,0,0,0,0
3300011157_4|3300011157.a:Ga0122795_100091,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp1,False,25,2,1,0,1,1,0,0,0,0,1,0,0
3300011158_2|3300011158.a:Ga0122741_10012,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri_N,False,11,0,2,0,4,0,0,1,0,0,2,0,0
3300011158_4|3300011158.a:Ga0122741_10219,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea septica,False,7,4,0,1,3,0,0,0,0,0,0,0,0
3300011161_1|3300011161.a:Ga0120780_100004,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera_A;s__Kluyvera_A intermedia,False,31,9,3,3,5,3,0,2,0,0,3,2,0
3300011161_1|3300011161.a:Ga0120780_100010,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera_A;s__Kluyvera_A intermedia,False,28,0,3,0,1,0,0,0,0,0,3,0,0
3300011161_1|3300011161.a:Ga0120780_100014,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera_A;s__Kluyvera_A intermedia,False,55,8,16,6,5,3,4,4,4,3,16,1,0
3300011161_1|3300011161.a:Ga0120780_100023,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera_A;s__Kluyvera_A intermedia,False,26,7,4,6,7,3,0,1,0,2,4,3,0
3300011162_2|3300011162.a:Ga0120779_100118,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,False,12,3,0,0,2,1,0,0,0,0,0,0,0
3300011164_3|3300011164.a:Ga0122310_100027,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri,False,65,4,20,1,6,5,3,1,3,2,20,0,0
3300011164_3|3300011164.a:Ga0122310_100177,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri,False,19,2,1,2,5,1,0,2,0,1,1,3,0
3300011164_3|3300011164.a:Ga0122310_100180,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri,False,6,6,0,0,0,0,0,0,0,0,0,0,0
3300011165_2|3300011165.a:Ga0122298_100003,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri_Z,False,10,0,0,0,2,0,1,1,1,0,0,0,0
3300011165_3|3300011165.a:Ga0122298_100027,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter radioresistens,False,90,3,4,2,6,3,1,2,1,3,4,1,0
3300011166_3|3300011166.a:Ga0122737_100033,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_U,False,51,8,5,3,7,2,0,0,0,1,5,4,0
3300011166_3|3300011166.a:Ga0122737_100105,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_U,False,8,1,2,0,1,0,2,0,2,1,2,0,0
3300011167_1|3300011167.a:Ga0122766_100001,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A sp10,False,54,12,8,2,4,1,0,1,0,3,8,4,0
3300011167_1|3300011167.a:Ga0122766_100026,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A sp10,False,13,0,1,1,2,0,2,1,2,0,1,0,0
3300011201_1|3300011201.a:Ga0122796_100011,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__GCF_001320485.1,False,31,2,0,0,5,1,0,2,0,1,0,1,0
3300011201_1|3300011201.a:Ga0122796_100043,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__GCF_001320485.1,False,11,11,0,2,0,1,0,0,0,0,0,1,0
3300011201_1|3300011201.a:Ga0122796_100065,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__GCF_001320485.1,False,25,13,2,3,6,2,0,2,0,0,2,3,0
3300011201_1|3300011201.a:Ga0122796_100123,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__GCF_001320485.1,False,30,0,9,4,0,0,0,1,0,2,9,0,0
3300011201_2|3300011201.a:Ga0122796_100018,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae,False,17,0,1,0,5,0,0,3,0,0,1,3,0
3300011201_2|3300011201.a:Ga0122796_100027,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae,False,26,0,5,2,1,0,0,2,0,2,5,1,0
3300011201_2|3300011201.a:Ga0122796_100040,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae,False,25,10,2,1,5,3,0,2,0,1,2,2,0
3300011201_2|3300011201.a:Ga0122796_100042,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae,False,29,10,6,5,7,3,2,1,2,3,6,2,0
3300011201_2|3300011201.a:Ga0122796_100064,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae,False,3,8,0,0,0,0,0,0,0,0,0,1,0
3300011201_2|3300011201.a:Ga0122796_100085,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae,False,18,7,1,0,1,0,0,0,0,0,1,0,0
3300011201_2|3300011201.a:Ga0122796_100100,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae,False,6,6,0,1,0,0,0,0,0,0,0,1,0
3300011201_2|3300011201.a:Ga0122796_100109,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae,False,20,0,5,3,0,0,0,2,0,1,5,0,0
3300011201_4|3300011201.a:Ga0122796_100266,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp8,False,7,0,0,0,4,0,0,0,0,0,0,0,0
3300011202_1|3300011202.a:Ga0122742_100006,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__,False,69,5,2,2,3,1,2,3,2,1,2,2,0
3300011202_1|3300011202.a:Ga0122742_100048,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__,False,100,5,6,3,3,1,2,1,2,2,6,0,0
3300011202_2|3300011202.a:Ga0122742_100005,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas geniculata,False,23,0,2,1,1,0,1,0,1,0,2,0,0
3300011202_2|3300011202.a:Ga0122742_100021,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas geniculata,False,21,9,1,1,0,1,0,0,0,1,1,1,0
3300011202_2|3300011202.a:Ga0122742_100038,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas geniculata,False,46,4,2,1,6,1,0,0,0,1,2,2,0
